"year","month","Cy","Gr1","Gr2","Di1","Di2","Go1","Go2","Cr1","Cr2","Mi","He","Om","Pr","temperature","PO4_P"
1988,3,16305.5555555556,17074.0740740741,3183.33333333334,272372.222222222,63975.9259259259,73481.4814814815,45794.4444444445,107629.62962963,32090.7407407408,7881.48148148148,134060,71120,0,4.5,0.0481052631578947
1988,4,21311.1111111111,3551.85185185185,3825.92592592593,365483.333333333,60131.4814814814,142037.037037037,18262.962962963,94481.4814814815,39007.4074074074,6833.33333333333,199840,181300,0,4.94210526315789,0.0416315789473684
1988,5,14022.2222222222,2659.25925925926,1944.44444444444,393560.185185185,551300,202111.111111112,71882.8395018519,230814.814814815,57140.7407407408,6105.55555555556,1580400,539260,0,7.36315789473684,0.0301052631578947
1988,6,14205.5185185185,11546.2962962963,1318.51851851852,72330.3703703703,64575.9259259259,8481.48148148148,12609.2592592592,78703.7037037037,8104.51851851852,3324.07407407408,1577097.9,161000,3500,8.10526315789474,0.035
1988,7,6787.03703703704,76844.4444444444,19235.9037037037,104116.666666667,203562.25925926,26455.5555555556,40166.6666666667,139629.62962963,5379.62962962963,5944.44444444444,551460,111480,28890.04,8.98947368421053,0.034
1988,8,15501.8518518519,48901.8518518519,16744.4444444444,90322.2222222222,98894.4444444444,418294.814814815,164439.382711111,140814.814814815,21211.1111111111,12919.1851851852,712600,293800,1800,10.2578947368421,0.0398421052631579
1988,9,28155.5555555556,40538.8888888889,8407.40740740741,36731.4814814815,58368.5185185186,259870.370370371,36034.2098888889,151851.851851852,37488.2407407407,7561.77777777778,824100,743030.6,8800,9.59473684210526,0.0477894736842105
1988,10,48362.962962963,15937.037037037,2655.55555555555,15085.1851851852,71659.2592592592,243648.148148149,32959.0123444445,132370.37037037,11329.6296296296,9792.59259259259,767500,343000,7100,9.18421052631579,0.0388421052631579
1988,11,17325.9259259259,152381.481481481,2064.81481481481,34101.8518518518,29487.037037037,93740.7407407407,31549.4567944445,39222.2222222222,3935.18518518518,1877.77777777778,127340,82160,0,7.34736842105263,0.0464736842105263
1988,12,28183.3333333333,4157.4074074074,2851.85185185185,89933.3333333334,45874.0740740741,58259.2592592592,36640.7407407408,30814.8148148148,1925.92592592593,2238.88888888889,206860,110760,0,6.12105263157895,0.0269473684210526
1989,1,34681.4814814815,43755.5555555556,1685.18518518519,37812.962962963,15646.2962962963,41407.4074074075,35196.6666666666,32296.2962962963,1909.25925925926,2134.14814814815,229960,75380,0,5.26315789473684,0.0423157894736842
1989,2,34394.4444444444,3068.51851851852,1159.25925925926,86846.2962962963,19398.1481481481,16555.5555555555,24691.9753148148,177148.148148148,6329.62962962963,4685.18518518518,176320,68000,0,4.80526315789474,0.0551578947368421
1989,3,30761.8888888889,2462.96296296296,2353.7037037037,166372.222222223,49833.3333333333,34444.4444444445,25101.8518518518,163481.481481481,11359.2592592593,7187.03703703704,103280,47760,0,4.93684210526316,0.053
1989,4,34535.1851851852,203.703703703704,4185.18518518518,431835.185185186,207677.777777778,47851.8518518518,64955.4814814815,8226.18703703704,3512.96296296296,6940.74074074074,201600,79600,0,5.57894736842105,0.0452631578947368
1989,5,46444.4444444445,1464.81481481481,10968,178324.074074074,637590.740740741,43629.6296296296,35529.5370365371,83037.037037037,30724.074074074,11014.8148148148,1567200,431500,0,7.36315789473684,0.0436842105263158
1989,6,52203.7037037037,25340.7407407407,5387.03703703704,14548.1481481481,53498.1481481482,206888.888888889,31462.9629629629,74703.7037037037,21270.3703703704,8418.51851851852,1562100,408700,10600,8.42631578947369,NA
1989,7,14605.5555555556,92340.7407407407,8905.55555555556,23688.8888888889,313700.000000001,27944.4444444444,79620.4938222223,24740.7407407407,16909.2592592593,11794.0203703704,595200,224100,29500,9.46842105263158,0.0483157894736842
1989,8,28005.5555555555,66268.5185185186,7290.74074074074,60839.355555556,176188.888888889,386322.222222222,51146.2962962963,282037.037037037,30192.5925925926,8731.48148148147,791100,560200,12500,10.1842105263158,0.0489473684210526
1989,9,29500,13462.9629629629,8500,41131.4814814815,44355.5555555556,142185.185185185,68557.4074074074,156851.851851852,9640.74074074074,5840.74074074074,627600,473576.88,4400,9.45789473684211,0.0546842105263158
1989,10,46857.2592592592,4192.59259259259,6625.92592592593,47768.5185185185,10812.962962963,90148.1481481481,45283.3333333334,59740.7407407407,8020.37037037037,2657.40740740741,585700,388120.5,6600,9.24736842105263,0.0516315789473684
1989,11,45612.9629629629,3016.66666666667,4159.25925925926,38170.3703703704,339175.925925926,60481.4814814815,31696.4321037037,47111.1111111111,6379.62962962964,3372.22222222222,258336,295230.5,0,8.06315789473684,0.0597894736842105
1989,12,30697.9074074074,1768.51851851852,1603.7037037037,22106.3962962963,88472.2222222223,19851.8518518518,35818.5185185185,53703.7037037037,1232.2962962963,2264.81481481481,138900,108860,0,6.07894736842105,0.0586842105263158
1990,1,36857.4074074074,3007.40740740741,3637.03703703704,12012.962962963,103924.074074074,24925.9259259259,16185.1851851851,109555.555555556,8340.74074074074,5131.48148148148,212206,61893,0,5.17894736842105,0.059
1990,2,57240.7407407408,2085296.2962963,7025.92592592592,47740.7407407408,103911.111111111,27666.6666666667,25022.2222222222,173925.925925926,11046.2962962963,3866.66666666667,134397,21219,0,4.85789473684211,0.0571052631578947
1990,3,18209.2592592593,7740.74074074074,2211.11111111111,127385.185185185,155861.111111111,97444.4444444444,13707.4074074074,220259.259259259,16694.4444444444,3318.51851851852,139735,74290,0,4.97368421052632,0.041
1990,4,20437.9925925926,1000,3266.66666666667,823200,307329.629629629,41740.7407407407,15040.7407407407,64037.037037037,7633.33333333333,4887.03703703703,501785,338307,0,5.73684210526316,0.0378421052631579
1990,5,10803.7037037037,8314.81481481482,1731.48148148148,169992.592592592,30379.6296296296,168185.185185186,32529.6296296296,84000,12640.7407407407,6990.74074074074,1108246.63,894403.56,0,7.83157894736842,0.0347368421052632
1990,6,31687.0370370371,45905.5555555556,2662.96296296296,42000,14148.1481481481,111666.666666667,33726.17285,123740.740740741,19172.2222222222,8246.2962962963,1457049,480734.92,0,8.36842105263158,0.0396842105263158
1990,7,13825.9259259259,47305.5555555555,6001.85185185185,6655.55555555555,367327.777777777,289268.518518518,46479.6296296296,64259.2592592593,12835.1851851852,7527.77777777778,396180,420880.28,1769,9.72105263157895,0.0353157894736842
1990,8,54808.6666666668,45425.925925926,15762.962962963,60703.7037037037,103124.074074074,193129.629629629,51444.4444444444,111666.666666667,29972.2222222223,8298.14814814816,893157.35,421176.34,14952.04,11.1368421052632,0.0363684210526316
1990,9,38283.3333333333,23103.7037037037,11912.962962963,28185.1851851852,91857.4074074075,171387.037037037,39303.7037037037,135666.666666667,23638.8888888889,6861.11111111111,842650.599999999,438055,8844,10.1789473684211,0.0426315789473684
1990,10,60352.2222222222,6698.14814814815,5220.37037037037,15907.4074074074,117185.185185185,88222.2222222221,45182.3271574075,74740.7407407407,15529.6296296296,5933.33333333334,509743,371805,2210,9.57368421052631,0.042578947368421
1990,11,25507.4074074074,1779.62962962963,3007.40740740741,46576.8518518519,162777.777777778,77962.9629629629,43305.5555555555,73629.6296296296,8933.33333333333,4131.48148148148,351910,312689.88,0,7.87368421052632,0.0438421052631579
1990,12,22587.037037037,1211.11111111111,2329.62962962963,5782.33333333333,67807.4074074074,68629.6296296297,26931.4814814815,54407.4074074074,5027.77777777778,6274.07407407407,158296,90488.38,442,6.46315789473684,0.0480526315789474
1991,1,45979.6296296296,2962.96296296297,3355.55555555556,28783.3333333334,51509.2592592593,27370.3703703704,51787.037037037,111296.296296296,7412.96296296296,6018.51851851853,189037.97,87887,0,5.39473684210526,0.0421052631578947
1991,2,36029.6296296296,1562.96296296297,2237.03703703704,57281.4814814815,62318.5185185185,29629.6296296296,49431.4814814815,169185.185185185,6111.11111111111,7350,103452,31832,0,4.78421052631579,0.0450526315789474
1991,3,27662.962962963,185.185185185185,2351.85185185185,178924.074074074,76405.5555555555,116629.629629629,18638.8888888889,164000,1137.03703703704,3472.22222222222,51596.92,18350.84,0,4.55789473684211,0.0365263157894737
1991,4,26164.8148148148,2444.44444444445,2766.66666666667,3448003.33333334,244614.814814815,81777.7777777778,36474.074074074,76833.3333333333,6881.48148148148,10772.2222222222,32205.7,16882.85,0,5.68421052631579,0.0196842105263158
1991,5,11962.962962963,903.703703703703,14348.1481481481,1037296.2962963,35246.2962962963,9444.44444444444,11838.8888888889,74092.5925925926,5522.22222222222,6285.18518518519,1495721.63,633973,0,6.62105263157895,0.0263684210526316
1991,6,7409.18518518517,13694.4444444444,1524.07407407407,454492.592592593,15425.9259259259,23166.6666666667,18033.3333333334,110444.444444444,37489.6666666667,2987.03703703704,996727,594171.76,0,8.48947368421053,0.0304736842105263
1991,7,2873.77777777777,55742.5925925926,2864.81481481482,89857.4074074074,600666.444444444,354733.333333334,44940.1236018518,42055.5555555556,6794.44444444444,3751.85185185185,280053.76,112802.8,920,9.03684210526316,0.0297368421052632
1991,9,57318.8148148148,22462.9629629629,5146.2962962963,47583.3333333333,14344.4444444444,138816.666666667,98545.3704166666,32611.1111111111,20257.4074074074,9237.03703703703,516800,425600,4400,10.3578947368421,0.0420526315789474
1991,10,39444.2962962963,3527.77777777777,2664.81481481481,26068.5185185185,13585.1851851852,123918.518518519,64552.3951296296,70129.6296296296,8481.48148148148,4638.88888888889,451000,275800,3540,9.34736842105263,0.0392631578947368
1991,11,30793.7037037037,851.851851851852,5970.37037037037,29662.962962963,112172.222222222,62396.2962962963,46483.2716111112,23148.1481481481,4749.99999999999,5790.74074074074,473820,232540,0,7.40526315789474,0.0305263157894737
1991,12,113584.740740741,631.481481481482,1705.55555555556,20646.2962962963,67846.2962962963,45677.7777777777,15179.9197592593,27981.4814814815,4071.18518518519,5185.18518518519,150160,79600,20,5.93684210526316,0.0422631578947368
1992,1,38857.4074074075,925.925925925926,1796.2962962963,19020.3703703703,34133.3333333333,17148.1481481481,42848.1481481481,75814.8148148148,7440.74074074074,6185.18518518518,147670,68520,0,4.78421052631579,0.0457894736842105
1992,2,37055.5555555556,1111.11111111111,1211.11111111111,47500,31959.2592592592,35211.1111111111,14529.6296296296,43203.7037037037,3240.74074074074,4279.62962962963,130730,81280,0,4.29473684210526,0.0392105263157895
1992,3,53148.1481481481,185.185185185185,2651.85185185185,205946.296296296,48787.0370370371,27870.3703703704,19533.9506851852,166759.259259259,4787.03703703703,7990.74074074073,137030,97260,0,4.25263157894737,0.044
1992,4,42520.3703703704,111.111111111111,3935.18518518518,681590.740740741,51213.6333333333,39585.1851851852,14412.9629629629,59240.7407407407,2114.74074074074,7655.55555555556,114050,89290,0,4.64736842105263,0.0338421052631579
1992,5,66027.4074074074,2240.74074074074,5429.62962962963,1060822.22222222,105674.814814815,94911.1111111111,31458.641974074,328833.333333333,9870.37037037037,11064.5259259259,1993220.17,849771.29,0,6.50526315789474,0.0225263157894737
1992,6,61629.6296296296,8183.33333333333,2879.62962962963,196168.518518518,52916.6666666666,7703.7037037037,5687.03703703703,176740.740740741,25575.9259259259,5457.40740740741,958480,247572.4,0,9.19473684210526,0.0218421052631579
1992,7,11927.7777777778,53475.925925926,8483.33333333333,118475.925925926,36579.6296296296,2777.77777777778,197327.777785186,79129.6296296296,5912.96296296296,3703.7037037037,694090,365241.92,18560,9.56842105263158,0.0256315789473684
1992,8,16188.8888888889,41557.4074074074,7159.25925925927,202583.333333333,57655.5555555555,33801.8518518518,239044.444453703,66111.1111111111,10150,10451.8518518519,908530,331040,5310,11.1421052631579,0.0301052631578947
1992,9,64611.1111111111,3201.85185185185,4472.22222222222,34296.2962962963,24027.7777777777,164529.62962963,26127.7777777778,46703.7037037037,12329.6296296296,10461.1111111111,1091950,786842,8820.32,10.2157894736842,0.0317368421052632
1992,10,28461.1111111112,2924.07407407408,3435.18518518518,12074.0740740741,28597.2370370371,57229.6296296296,26859.8766111111,56851.8518518518,12412.962962963,2588.88888888889,797140,400540,1420,9.38421052631579,0.035
1992,11,14512.962962963,983.333333333333,4325.92592592593,31696.2962962963,57190.7407407408,25851.8518518519,35138.8888888889,17462.962962963,4403.70370370371,4285.18518518519,129990,2650,5300,7.26315789473684,0.0321052631578947
1992,12,51238.8888888889,2829.62962962963,3618.51851851852,7237.03703703704,38196.2962962964,67296.2962962963,16868.5185185185,55907.4074074074,8957.4074074074,6903.7037037037,152750,86630,880,6.14736842105263,0.0351052631578947
1993,1,34257.4074074074,4450,2918.51851851851,38688.8888888888,48618.5185185185,45833.3333333333,35611.6049444444,59944.4444444445,12311.1111111111,2242.59259259259,160040,83120,0,5.24736842105263,0.0424736842105263
1993,2,36994.4444444445,3250,3731.48148148148,37135.1851851852,77275.9259259259,46981.4814814816,16737.0370370371,105000,12678.5925925926,5833.33333333333,232570,204250,0,5.10526315789474,0.0396315789473684
1993,3,28759.2592592592,2111.11111111111,2996.29629629629,247140.740740741,215954.814814815,26500,6962.96296296296,89074.0740740741,1371.11111111111,3827.77777777777,183315.4,55280,0,4.85263157894737,0.0432631578947368
1993,4,27392.5925925926,2370.37037037037,7551.92592592593,3439390.37037038,260185.814814815,30703.7037037037,60988.8888888889,40648.1481481481,4876.74074074074,7505.55555555556,360300,192310,0,5.39473684210526,0.0296842105263158
1993,5,20350.9555555556,322.222222222222,1792.59259259259,1208583.33333334,46040.7407407408,31074.0740740741,30933.3333333334,138018.518518519,7027.77777777778,9472.22222222222,698130,515170.6,0,7.21578947368421,0.0297368421052632
1993,6,10198.1481481481,6496.2962962963,2166.66666666667,315959.259259259,532944.444444445,131677.777777777,22126.9012388889,93611.1111111111,21900,3959.25925925926,396420,177402.4,2880,9.36315789473684,0.0325263157894737
1993,7,12401.8518518519,14433.3333333333,12507.5,388555.555555555,109529.648148148,162229.62962963,27393.0864351852,177407.407407407,14994.4444444444,7035.18518518518,621590,330260,1320,10.3421052631579,0.0323684210526316
1993,8,33233.7037037037,56585.1851851853,5802.14814814815,79011.1111111112,47664.8333333333,77659.2592592592,82275.0001648148,209759.259259259,24107.4074074074,5903.7037037037,271880,266590,4420,10.1789473684211,0.0392105263157895
1993,9,15725.9259259259,8379.62962962963,2164.81481481481,14870.3703703704,26896.2962962963,20568.5185185185,144785.123459259,87388.8888888889,12594.4444444444,5545.87222222223,1096747.6,692511.76,6150,9.86842105263158,0.0346842105263158
1993,10,13500,8666.66666666667,5181.48148148148,20592.5925925926,33142.5925925926,57518.5185185185,21023.2716203703,62185.1851851852,13087.0370370371,3314.81481481482,901020,865003,0,8.74736842105263,0.0370526315789474
1993,11,21096.0925925926,4075.92592592593,2312.96296296296,27359.2592592592,61009.2592592593,13370.3703703704,45294.4444444445,57944.4444444445,8107.40740740741,4200,278980,181710,880,7.50526315789474,0.0404736842105263
1993,12,15205.5555555555,2011.11111111111,1100,17985.1851851852,15238.8888888889,29018.5185185185,29307.4074074074,38870.3703703704,5548.14814814815,3777.77777777778,157350,105220,880,5.08947368421053,0.0392631578947368
1994,1,36561.1111111111,3585.18518518519,2574.07407407408,66374.0740740741,30783.3333333333,38574.074074074,16029.6296296296,70518.5185185185,8435.18518518519,6307.40740740741,81320,9650,0,5.31052631578947,0.0336842105263158
1994,2,41738.8888888889,13407.4074074074,3590.03703703704,327335.185185185,108894.444444444,43703.7037037037,17011.1111111111,99500,3559.25925925926,5127.77777777778,194140,131520,0,5,0.0271578947368421
1994,3,31455.5555555556,3035.18518518518,3020.37037037037,213274.074074074,135418.518518518,42111.1111111112,16577.7777777778,80777.7777777778,2835.18518518518,4144.44444444444,102120,111410,0,4.98421052631579,0.0277368421052632
1994,4,21353.7037037037,33407.4074074074,5255.55555555555,1244248.14814815,192200,99648.1481481482,19188.2717037037,71462.962962963,4018.44444444444,8653.70370370371,249274,153730,0,5.42105263157895,0.0215263157894737
1994,5,10294.4444444444,32661.1111111111,3355.55555555556,389887.037037037,114069.648148148,44744.4444444445,12427.7777777778,321703.703703704,11681.4814814814,5414.81481481481,808051.6,559470,0,6.93157894736842,0.0175789473684211
1994,6,6266.66666666666,12848.1481481482,3355.55555555556,69227.7777777778,525263.111111112,83148.1481481482,6865.98769444445,43166.6666666667,9938.88888888889,4479.62962962963,828954.03,281120,5000,8.63684210526316,0.0192105263157895
1994,7,13250,24500,11050.0925925926,36011.1111111111,46829.6296296296,246140.740740741,241884.814824074,87759.2592592593,7985.18518518518,3100,546940,379760,30430,10.6315789473684,0.0182631578947368
1994,8,28607.4074074074,39990.7407407407,6107.11111111111,59722.2222222223,25020.3703703704,32031.4814814815,15179.01235,36592.5925925926,33383.3333333333,8461.11111111111,919720,564590,1610,11.0631578947368,0.0235263157894737
1994,9,23812.962962963,22890.7407407408,8677.77777777779,32314.8148148148,15254.7592592593,48087.0370370371,3912.96298888889,67907.4074074074,10377.7777777778,4572.22222222222,1238504.7,696379,80,10.4631578947368,0.0242105263157895
1994,10,23605.5555555556,7246.2962962963,5529.62962962963,137883.333333334,21677.7777777778,125722.222222222,2379.01235185185,84574.0740740741,5835.18518518518,3512.96296296296,1113105.63,666500,3050,9.58947368421053,0.0248947368421053
1994,11,26342.5925925926,3618.51851851852,2757.40740740741,91481.4814814815,48207.4074074074,15055.5555555555,26088.8888888889,93814.8148148148,6596.2962962963,4601.85185185184,253845,165155,220,7.97368421052632,0.0248947368421053
1994,12,22742.5925925926,2512.96296296296,2087.03703703703,47955.5555555556,27700,24259.2592592592,28003.7037037037,30666.6666666667,5244.44444444445,6055.55555555556,358470,113209.45,20,7.08947368421053,0.0261578947368421
1995,1,22440.7407407408,1000,1759.25925925926,29348.1481481482,32877.7777777778,3409.25925925926,7418.51851851852,40074.0740740741,7387.03703703704,3094.44444444444,287315,86011.38,0,5.17894736842105,0.0316315789473684
1995,2,34535.1851851852,555.555555555556,3009.25925925926,62907.4074074074,51733.3333333333,9944.44444444444,5605.55555555556,95055.5555555556,2242.59259259259,6709.25925925926,159580,83813.37,0,5.25263157894737,0.028
1995,3,34220.3703703704,1768.51851851852,4396.29629629629,163196.296296296,91694.4444444444,69814.8148148148,2695.67903703704,239444.444444444,1896.2962962963,5242.5925925926,121210.82,62986.51,20,5.03157894736842,0.0275789473684211
1995,4,23487.0370370371,6359.25925925926,6201.85185185185,834209.259259259,222853.703703704,80777.7777777778,9583.33335185185,70388.8888888889,1731.48148148148,3481.48148148148,167820,63673.16,0,5.64736842105263,0.0228421052631579
1995,5,17685.1851851852,4947.46666666666,3233.33333333333,312222.222222222,564181.685185186,50722.2222222222,15042.5925925926,72981.4814814815,13190.7407407407,9148.14814814815,1027850,217235,0,8.06315789473684,0.0164736842105263
1995,6,11250,28324.0740740741,2496.2962962963,90166.6666666667,30020.3703703704,6574.07407407407,4438.64198333333,54000,23940.7407407407,2472.22222222222,687650,214327.64,880,8.92631578947368,0.0171052631578947
1995,7,5038.88888888889,16683.3333333334,2403.7037037037,34183.3333333333,623655.555555556,86488.8888888888,23981.6049351852,10092.5925925926,3667.48148148148,2333.33333333333,826100,449932.2,19670,9.42631578947368,0.0172631578947368
1995,8,9990.74074074074,24442.5925925926,12812.5185185185,30759.2592592593,181053.703703703,65059.2592592593,18243.0247055555,46611.1111111111,4529.62962962963,5835.18518518518,597715,172630,5970,10.9631578947368,0.0158421052631579
1995,9,18270.3703703704,6735.18518518518,4840.74074074074,71240.7407407408,28874.0740740741,214527.777777778,13413.0864166667,146611.111111111,8512.96296296296,4581.48148148148,454110,226855,4375,9.8,0.0290526315789474
1995,10,19492.5925925926,8087.03703703704,4074.07407407407,147233.333333333,99140.7407407409,106685.185185185,18304.6913685185,84814.8148148148,9401.85185185185,4696.29629629629,145272.2,154670,5440,9.33157894736842,0.0263684210526316
1995,11,26566.6666666667,5983.33333333333,927.777777777777,38003.7037037037,30637.037037037,46416.6666666667,26581.1111296296,30814.8148148148,4524.07407407407,4372.22222222222,337680,386546.29,845,8.22631578947368,0.0299473684210526
1995,12,29462.962962963,988.888888888888,1207.40740740741,25592.5925925926,17325.9259259259,14585.1851851852,7987.03703703703,32333.3333333333,5405.55555555555,2533.33333333333,175550,130655,135,6.45263157894737,0.0265789473684211
1996,1,16777.7777777778,47.4666666666666,540.74074074074,37268.5185185186,15118.5185185185,4185.18518518519,4209.25925925926,49925.9259259259,4683.33333333333,2777.77777777778,178360,125911.24,45,5.37368421052632,0.0338421052631579
1996,2,56300,894.444444444445,2475.92592592593,37711.1111111111,51001.8518518518,24481.4814814815,3001.85185185185,81574.0740740741,4751.85185185185,4444.44444444445,65015.4,67110,0,4.94736842105263,0.037
1996,3,74218.5185185185,138.888888888889,2603.7037037037,92427.7777777778,100653.703703704,38242.5925925926,11875.9259259259,160185.185185185,26229.6296296296,4962.96296296296,119598.52,70052,0,4.49473684210526,0.0189473684210526
1996,4,60687.0370370371,8775.92592592592,11529.1111111111,1372790.74074074,213180.585185185,168312.962962963,16687.8826481482,97240.7407407407,24546.2222222222,15116.6666666667,139880,172620,0,4.39473684210526,0.0173684210526316
1996,5,45625.9259259259,28861.1111111111,3744.44444444444,1126809.25925926,256058.814814815,167175.925925926,55128.4259333333,34259.2592592593,104729.629629629,12594.4444444444,1003375,510400,165,7.26315789473684,0.0127894736842105
1996,6,21605.5555555556,27846.2962962963,1909.25925925926,414122.222222222,110081.481481482,60407.4074074074,22991.5433962963,88500,19985.1851851852,7607.4074074074,1112895,348220,1125,8.32105263157895,0.0237894736842105
1996,7,33453.7037037037,70950,5987.03703703703,171453.703703704,765146.074074074,236370.37037037,61113.3148333334,74833.3333333333,14216.6666666667,7922.22222222222,335150,176976.38,19990,9.75789473684211,0.0175263157894737
1996,8,19344.3518518518,40088.8888888889,7629.51851851852,156740.740740741,134179.62962963,107916.666666667,46081.6049444444,145296.296296296,24890.7407407407,14062.962962963,393750,484870,5220,10.4263157894737,0.0161052631578947
1996,9,22724.0740740741,6283.33333333334,3431.48148148148,56103.7037037038,33574.5666666667,105959.259259259,55679.7530925926,47777.7777777778,23087.037037037,7914.81481481481,595730.14,240225,6020,9.82631578947368,0.0208947368421053
1996,10,41259.2592592593,17033.3333333333,2612.96296296296,24700,198774.074074074,49992.5925925926,14364.8148148148,48111.1111111111,17553.7037037038,10835.1851851852,216340,162530,1504.04,8.50526315789474,0.0204736842105263
1996,11,44313.6296296296,15064.8148148148,2238.88888888889,22509.2592592592,82411.6555555556,73595.4444444445,15880.8642037037,82740.7407407407,20722.2222222222,11475.9259259259,294566.94,206849.08,45,7.75263157894737,0.0288947368421053
1996,12,66149.9259259259,7744.44444444445,3890.74074074074,12183.3333333333,22975.9259259259,42620.3703703704,29629.2593314815,28259.2592592593,11829.6296296296,7307.40740740741,273099,154600,155,6.21578947368421,0.0263684210526316
1997,1,58344.4444444445,5235.18518518518,2979.62962962963,26703.7037037037,26877.7777777778,41507.4074074074,4853.70377777778,25037.037037037,11790.7407407407,9344.44444444444,28799.8,12496.18,0,4.85263157894737,0.0357894736842105
1997,2,80211.1111111111,2488.88888888889,2838.88888888889,49694.4444444444,67633.3333333333,54696.2962962963,17564.8148148148,57007.4074074074,10848.1481481482,6294.44444444445,134150,109155,0,4.43684210526316,0.0305263157894737
1997,3,58425.9259259259,5088.88888888889,3812.96296296296,100361.111111111,141322.222222222,68596.2962962963,8105.55555555555,81955.5555555555,29222.2222222222,4953.7037037037,151495,101465,0,4.97894736842105,0.0226315789473684
1997,4,83396.2407407408,147398.518518519,7855.92592592593,949235.362962963,164923.703703704,262449.62962963,24646.0493807407,135785.185185185,141867.407407408,15966.6666666667,168430,247720,0,5.59473684210526,0.0164736842105263
1997,5,29000,80415.5555555555,1427.77777777778,288868.148148149,58765.4111111111,226576.296296297,22739.7407255556,173207.407407407,9573.33333333334,11300,1328015,870858,0,7.05263157894737,0.0185263157894737
1997,6,11691.4814814815,22690.7407407407,627.777777777778,37360.3703703704,212364.444444444,14133.3333333333,8907.03703703703,106444.444444444,26305.1851851851,6844.27407407407,862700,303130,2150,9.01578947368421,0.0199473684210526
1997,7,14105.1851851852,54572.962962963,7360.74074074074,30761.4814814815,260003.000000001,131591.111111111,65716.1728229629,218814.814814815,20625.925925926,11094.0740740741,1007657.9,310595,14985,9.43684210526316,0.0179473684210526
1997,8,17468.8148148148,93113.7037037037,12195.2481481481,54188.1481481482,178125.925925926,226619.62962963,102865.185185185,78144.4444444445,43123.7037037037,10132.5925925926,764825,301945,2105,10.2631578947368,0.0227894736842105
1997,9,31644.2777777777,29134.0740740741,2022.22222222222,87310,31180.7407407408,79766.6666666667,32729.0740740741,48681.4814814815,30784.8148148148,8921.11111111111,818135,283641.42,10960,10.2736842105263,0.0242105263157895
1997,10,52736.2962962963,22240.7407407408,2428.33333333333,70575.9259259259,12438.1777777778,55097.037037037,23765.4938259259,59496.2962962963,18825.1851851852,7124.07407407408,309210,362205,5440,9.62105263157895,0.0246842105263158
1997,11,64456.7925925926,19771.1111111111,1925.18518518518,45085.1851851852,26539.4148148149,72650.3703703704,24271.8518518519,27585.1851851852,20396.6666666667,10808.5185185185,146295,137990,350.64,7.58947368421053,0.0311052631578947
1997,12,44672,4427.97037037037,2007.59259259259,33588.8888888889,20202.2222222222,38118.5185185185,29947.7777777778,20207.4074074074,6075.55555555556,8035.55555555556,283942.8,146560.08,152,6.54210526315789,0.0234210526315789
1998,1,67404.4444444444,8713.33333333334,2335.5,12022.2222222222,38106.2962962963,21970.3703703704,20815.5555555556,42340.7407407407,10458.1481481481,7205.55555555555,296175,136214,22,5.64210526315789,0.0233157894736842
1998,2,70302.5925925926,7824.81481481482,830.740740740741,29668.5185185185,68441.4814814814,43564.4444444444,9222.22222222222,36681.4814814815,18313.3333333334,9502.22222222223,143142,99243,0,4.90526315789474,0.0249473684210526
1998,3,79741.2962962963,9371.48148148149,1545,197635.185185185,147603.703703703,123463.703703704,9845.92592592593,136448.148148148,22202.2222222222,11057.2222222222,30560,7949,0,4.98421052631579,0.0155789473684211
1998,4,64030.7407407407,41214.0740740741,2240.92592592592,618158.148148148,90960.3888888889,181208.888888888,21290.1851851852,67810.1851851852,31983.7037037037,10352.037037037,323535,267046,0,5.72105263157895,0.0243684210526316
1998,5,59232.037037037,6744.62962962963,909.348148148149,182059.444444445,99585.9259259258,75000.9259259259,28542.6851850926,60183.3333333333,14115.7407407408,9331.85185185186,508292,267523,0,6.93157894736842,0.0183684210526316
1998,6,37528.8888888889,35666.6666666667,5119.05925925925,26224.0740740741,263091.666666667,195650.925925926,21214.0555555556,25398.1481481481,8258.51851851852,6796.11111111112,656399,340193,2968,9.99473684210526,0.0224736842105263
1998,7,29514.074074074,39907.2222222222,3938.57407407408,36304.6296296297,168204.25925926,322044.62962963,249261.666666667,106362.962962963,13929.6296296296,16965.7407407407,511335,255179,11259,9.48421052631579,0.0285789473684211
1998,8,44384.0740740741,28568.1481481481,5614.44444444444,34236.6666666667,64967.962962963,121941.851851852,35903.1481481481,71664.8148148148,27069.6296296296,7252.77777777778,941485,305019,7202,10.4947368421053,0.0275789473684211
1998,9,48966.2962962963,10618.8888888889,6209.96296296297,20362.962962963,20922.962962963,102435.555555556,70626.6666666666,62827.7777777778,8116.66666666667,4137.77777777778,264110,302259,5322,10.3842105263158,0.0272631578947368
1998,10,38053.7592592593,4169.25925925926,1990.74074074074,18785.925925926,267608.518518518,56183.3333333334,23400.5555555555,19803.7037037037,8005.37037037037,6490.18518518518,421645,365175,2743,8.85789473684211,0.0272105263157895
1998,11,41706.4814814815,1964.81481481482,1148.88888888889,14494.8518518519,99164.0444444445,109331.111111111,21780.9259259259,25598.1481481481,6691.11111111111,4922.40740740741,163052,193717,711,7.71052631578947,0.0216315789473684
1998,12,66436.1111111111,1455.18518518519,1318.88888888889,14221.2962962963,25742.962962963,60460.9259259259,14514.8148148148,27196.4814814815,8819.62962962964,7105.74074074074,281890,127678,0,5.63684210526316,0.0252631578947368
